"molecule"	"famille"
"FOTEMUSTINE"	"CYTOTOXIQUES"
"FROVATRIPTAN"	"TRIPTANS"
"FROVATRIPTAN"	"TRIPTANS NON METABOLISES PAR LA MAO"
"FURAZOLIDONE"	"ANTABUSE (REACTION)"
"FUROSEMIDE"	"ANTIHYPERTENSEURS"
"FUROSEMIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"FUROSEMIDE"	"DIURETIQUES"
"FUROSEMIDE"	"DIURETIQUES DE L'ANSE"
"FUROSEMIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"FUROSEMIDE"	"HYPOKALIEMIANTS"
"FUROSEMIDE"	"HYPONATREMIANTS"
"FUROSEMIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"GALANTAMINE"	"ANTICHOLINESTERASIQUES"
"GALANTAMINE"	"BRADYCARDISANTS"
"GANCICLOVIR"	"MEDICAMENTS NEPHROTOXIQUES"
"GEFITINIB"	"INHIBITEURS DES TYROSINE KINASES"
"GEFITINIB"	"SUBSTRATS A RISQUE DU CYP3A4"
"GEL D'HYDROXYDE D'ALUMINIUM ET DE CARBONATE DE MAGNE"	"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET CHARBON"
"GEMCITABINE"	"CYTOTOXIQUES"
"GEMFIBROZIL"	"FIBRATES"
"GENTAMICINE"	"AMINOSIDES"
"GENTAMICINE"	"MEDICAMENTS NEPHROTOXIQUES"
"GLIBENCLAMIDE"	"ANTABUSE (REACTION)"
"GLIBENCLAMIDE"	"SULFAMIDES HYPOGLYCEMIANTS"
"GLIBORNURIDE"	"SULFAMIDES HYPOGLYCEMIANTS"
"GLICLAZIDE"	"SULFAMIDES HYPOGLYCEMIANTS"
"GLIMEPIRIDE"	"SULFAMIDES HYPOGLYCEMIANTS"
"GLIPIZIDE"	"ANTABUSE (REACTION)"
"GLIPIZIDE"	"SULFAMIDES HYPOGLYCEMIANTS"
"GRISEOFULVINE"	"ANTABUSE (REACTION)"
"GUANFACINE"	"ANTIHYPERTENSEURS"
"GUANFACINE"	"ANTIHYPERTENSEURS CENTRAUX"
"GUANFACINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"GUANFACINE"	"BRADYCARDISANTS"
"GUANFACINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"GUANFACINE"	"MEDICAMENTS SEDATIFS"
"HALAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"HALAZEPAM"	"MEDICAMENTS SEDATIFS"
"HALOFANTRINE"	"ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HALOFANTRINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HALOFANTRINE"	"SUBSTRATS A RISQUE DU CYP3A4"
"HALOPERIDOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"HALOPERIDOL"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"HALOPERIDOL"	"MEDICAMENTS SEDATIFS"
"HALOPERIDOL"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HALOPERIDOL"	"NEUROLEPTIQUES"
"HALOPERIDOL"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"HALOPERIDOL"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HALOTHANE"	"ANESTHESIQUES VOLATILS HALOGENES"
"HALOXAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"HALOXAZOLAM"	"MEDICAMENTS SEDATIFS"
"HEPARINE CALCIQUE"	"HEPARINES"
"HEPARINE CALCIQUE"	"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)"
"HEPARINE CALCIQUE"	"HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)"
"HEPARINE CALCIQUE"	"HYPERKALIEMIANTS"
"HEPARINE SODIQUE"	"HEPARINES"
"HEPARINE SODIQUE"	"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)"
"HEPARINE SODIQUE"	"HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)"
"HEPARINE SODIQUE"	"HYPERKALIEMIANTS"
"HEPARINE SODIQUE/IODURE DE SODIUM"	"HEPARINES"
"HEPARINE SODIQUE/IODURE DE SODIUM"	"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)"
"HEPARINE SODIQUE/IODURE DE SODIUM"	"HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)"
"HEPARINE SODIQUE/IODURE DE SODIUM"	"HYPERKALIEMIANTS"
"HEXYLRESORCINOL"	"SPERMICIDES"
"HISTAPYRRODINE"	"MEDICAMENTS ATROPINIQUES"
"HISTAPYRRODINE"	"MEDICAMENTS SEDATIFS"
"HOMATROPINE"	"MEDICAMENTS ATROPINIQUES"
"HYDROCHLOROTHIAZIDE"	"ANTIHYPERTENSEURS"
"HYDROCHLOROTHIAZIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"HYDROCHLOROTHIAZIDE"	"DIURETIQUES"
"HYDROCHLOROTHIAZIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"HYDROCHLOROTHIAZIDE"	"DIURETIQUES THIAZIDIQUES ET APPARENTES"
"HYDROCHLOROTHIAZIDE"	"HYPOKALIEMIANTS"
"HYDROCHLOROTHIAZIDE"	"HYPONATREMIANTS"
"HYDROCHLOROTHIAZIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"HYDROCORTISONE"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"HYDROCORTISONE"	"HYPOKALIEMIANTS"
"HYDROMORPHONE"	"ANALGESIQUES MORPHINIQUES AGONISTES"
"HYDROMORPHONE"	"ANALGESIQUES MORPHINIQUES DE PALIER III"
"HYDROMORPHONE"	"MEDICAMENTS SEDATIFS"
"HYDROMORPHONE"	"MORPHINIQUES"
"HYDROQUINIDINE"	"ANTIARYTHMIQUES"
"HYDROQUINIDINE"	"ANTIARYTHMIQUES CLASSE I (SAUF LIDOCAINE)"
"HYDROQUINIDINE"	"ANTIARYTHMIQUES CLASSE IA"
"HYDROQUINIDINE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HYDROQUINIDINE"	"BRADYCARDISANTS"
"HYDROQUINIDINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HYDROQUINIDINE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"HYDROTALCITE"	"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET CHARBON"
"HYDROXYCARBAMIDE"	"CYTOTOXIQUES"
"HYDROXYPROGESTERONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"HYDROXYZINE"	"MEDICAMENTS ATROPINIQUES"
"HYDROXYZINE"	"MEDICAMENTS SEDATIFS"
"IBUPROFENE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"IBUPROFENE"	"HYPERKALIEMIANTS"
"IBUTILIDE"	"ANTIARYTHMIQUES"
"IBUTILIDE"	"AUTRES MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"IBUTILIDE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"IBUTILIDE"	"TORSADOGENES (SAUF ANTIPARASITAIRES, NEUROLEPTIQUES, METHADONE)"
"IDARUBICINE"	"CYTOTOXIQUES"
"IFOSFAMIDE"	"CYTOTOXIQUES"
"IFOSFAMIDE"	"MEDICAMENTS NEPHROTOXIQUES"
"ILOPROST"	"ANTIAGREGANTS PLAQUETTAIRES"
"ILOPROST TROMETAMOL"	"ANTIAGREGANTS PLAQUETTAIRES"
"IMATINIB"	"INHIBITEURS DES TYROSINE KINASES"
"IMATINIB"	"SUBSTRATS A RISQUE DU CYP3A4"
"IMIDAPRIL"	"ANTIHYPERTENSEURS"
"IMIDAPRIL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"IMIDAPRIL"	"HYPERKALIEMIANTS"
"IMIDAPRIL"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"IMIDAPRIL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"IMIPRAMINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"IMIPRAMINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"IMIPRAMINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"IMIPRAMINE"	"MEDICAMENTS ATROPINIQUES"
"IMIPRAMINE"	"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN"	"GLOBULINES ANTILYMPHOCYTAIRES"
"IMMUNOGLOBULINES EQUINES ANTILYMPHOCYTE HUMAIN"	"GLOBULINES ANTILYMPHOCYTAIRES"
"INDAPAMIDE"	"ANTIHYPERTENSEURS"
"INDAPAMIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"INDAPAMIDE"	"DIURETIQUES"
"INDAPAMIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"INDAPAMIDE"	"DIURETIQUES THIAZIDIQUES ET APPARENTES"
"INDAPAMIDE"	"HYPOKALIEMIANTS"
"INDAPAMIDE"	"HYPONATREMIANTS"
"INDAPAMIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"INDINAVIR"	"INHIBITEURS DE PROTEASE"
"INDINAVIR"	"INHIBITEURS DE PROTEASE (SAUF RITONAVIR)"
"INDOMETACINE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"INDOMETACINE"	"HYPERKALIEMIANTS"
"INDORAMINE"	"MEDICAMENTS ATROPINIQUES"
"INDORAMINE"	"MEDICAMENTS SEDATIFS"
"INSULINE"	"INSULINE"
"INSULINE ASPARTE"	"INSULINE"
"INSULINE ASPARTE ISOPHANE BIPHASIQUE"	"INSULINE"
"INSULINE GLARGINE"	"INSULINE"
"INSULINE HUMAINE BIOSYNTHETIQUE"	"INSULINE"
"INSULINE HUMAINE BIOSYNTHETIQUE ZINC"	"INSULINE"
"INSULINE HUMAINE HEMISYNTHETIQUE D'ORIGINE PORCINE"	"INSULINE"
"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE"	"INSULINE"
"INSULINE HUMAINE HEMISYNTHETIQUE ISOPHANE BIPHASIQU"	"INSULINE"
"INSULINE HUMAINE RECOMBINANTE"	"INSULINE"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE"	"INSULINE"
"INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE"	"INSULINE"
"INSULINE HUMAINE RECOMBINANTE ZINC"	"INSULINE"
"INSULINE HUMAINE RECOMBINANTE ZINC CRISTALLINE"	"INSULINE"
"INSULINE LISPRO"	"INSULINE"
"INSULINE PORCINE"	"INSULINE"
"IOBITRIDOL"	"MEDICAMENTS NEPHROTOXIQUES"
"IOBITRIDOL"	"PRODUITS DE CONTRASTE IODES"
"IODIXANOL"	"MEDICAMENTS NEPHROTOXIQUES"
"IODIXANOL"	"PRODUITS DE CONTRASTE IODES"
"IOHEXOL"	"MEDICAMENTS NEPHROTOXIQUES"
"IOHEXOL"	"PRODUITS DE CONTRASTE IODES"
"IOMEPROL"	"MEDICAMENTS NEPHROTOXIQUES"
"IOMEPROL"	"PRODUITS DE CONTRASTE IODES"
"IOPAMIDOL"	"MEDICAMENTS NEPHROTOXIQUES"
"IOPAMIDOL"	"PRODUITS DE CONTRASTE IODES"
"IOPENTOL"	"MEDICAMENTS NEPHROTOXIQUES"
"IOPENTOL"	"PRODUITS DE CONTRASTE IODES"
"IOPROMIDE"	"MEDICAMENTS NEPHROTOXIQUES"
"IOPROMIDE"	"PRODUITS DE CONTRASTE IODES"
"IOVERSOL"	"MEDICAMENTS NEPHROTOXIQUES"
"IOVERSOL"	"PRODUITS DE CONTRASTE IODES"
"IPRATROPIUM"	"MEDICAMENTS ATROPINIQUES"
"IPRONIAZIDE"	"IMAO NON SELECTIFS"
"IRBESARTAN"	"ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II"
"IRBESARTAN"	"ANTIHYPERTENSEURS"
"IRBESARTAN"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"IRBESARTAN"	"HYPERKALIEMIANTS"
"IRBESARTAN"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"IRINOTECAN"	"CYTOTOXIQUES"
"ISEPAMICINE"	"AMINOSIDES"
"ISEPAMICINE"	"MEDICAMENTS NEPHROTOXIQUES"
"ISOFLURANE"	"ANESTHESIQUES VOLATILS HALOGENES"
"ISOSORBIDE"	"DERIVES NITRES ET APPARENTES"
"ISOTHIPENDYL"	"MEDICAMENTS ATROPINIQUES"
"ISOTHIPENDYL"	"MEDICAMENTS SEDATIFS"
"ISOTRETINOINE"	"RETINOIDES"
"ISRADIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"ISRADIPINE"	"ANTIHYPERTENSEURS"
"ISRADIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"ISRADIPINE"	"DIHYDROPYRIDINES"
"ISRADIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"ITRACONAZOLE"	"ANTIFONGIQUES AZOLES"
"ITRACONAZOLE"	"INHIBITEURS PUISSANTS DU CYP3A4"
"IVABRADINE"	"BRADYCARDISANTS"
"JOSAMYCINE"	"MACROLIDES (SAUF SPIRAMYCINE)"
"KANAMYCINE"	"AMINOSIDES"
"KANAMYCINE"	"MEDICAMENTS NEPHROTOXIQUES"
"KETAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"KETAZOLAM"	"MEDICAMENTS SEDATIFS"
"KETOCONAZOLE"	"ANTABUSE (REACTION)"
"KETOCONAZOLE"	"ANTIFONGIQUES AZOLES"
"KETOCONAZOLE"	"INHIBITEURS PUISSANTS DU CYP3A4"
"KETOPROFENE"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"KETOPROFENE"	"HYPERKALIEMIANTS"
"KETOTIFENE"	"MEDICAMENTS SEDATIFS"
"LABETALOL"	"ANTIHYPERTENSEURS"
"LABETALOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"LABETALOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"LABETALOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"LABETALOL"	"BRADYCARDISANTS"
"LABETALOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LACIDIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"LACIDIPINE"	"ANTIHYPERTENSEURS"
"LACIDIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"LACIDIPINE"	"DIHYDROPYRIDINES"
"LACIDIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LAMOTRIGINE"	"ANTICONVULSIVANTS METABOLISES"
"LANREOTIDE"	"ANALOGUES DE LA SOMATOSTATINE"
"LANSOPRAZOLE"	"ANTISECRETOIRES INHIBITEURS DE LA POMPE A PROTONS"
"LAPATINIB"	"INHIBITEURS DES TYROSINE KINASES"
"LAPATINIB"	"SUBSTRATS A RISQUE DU CYP3A4"
"LEPIRUDINE"	"HEPARINES"
"LEPIRUDINE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"LEPIRUDINE"	"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"LEPIRUDINE"	"HYPERKALIEMIANTS"
"LERCANIDIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"LERCANIDIPINE"	"ANTIHYPERTENSEURS"
"LERCANIDIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"LERCANIDIPINE"	"DIHYDROPYRIDINES"
"LERCANIDIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LEVOBUNOLOL"	"ANTIHYPERTENSEURS"
"LEVOBUNOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"LEVOBUNOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"LEVOBUNOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"LEVOBUNOLOL"	"BRADYCARDISANTS"
"LEVOBUNOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LEVOFLOXACINE"	"FLUOROQUINOLONES"
"LEVOMEPROMAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LEVOMEPROMAZINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"LEVOMEPROMAZINE"	"MEDICAMENTS ATROPINIQUES"
"LEVOMEPROMAZINE"	"MEDICAMENTS SEDATIFS"
"LEVOMEPROMAZINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"LEVOMEPROMAZINE"	"NEUROLEPTIQUES"
"LEVOMEPROMAZINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"LEVOMEPROMAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"LEVOMEPROMAZINE"	"NEUROLEPTIQUES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"LEVONORGESTREL"	"PROGESTATIFS CONTRACEPTIFS"
"LEVOTHYROXINE"	"HORMONES THYROIDIENNES"
"LIDOCAINE"	"ANTIARYTHMIQUES"
"LINCOMYCINE"	"LINCOSANIDES"
"LINSIDOMINE"	"DERIVES NITRES ET APPARENTES"
"LIOTHYRONINE SODIQUE"	"HORMONES THYROIDIENNES"
"LISINOPRIL"	"ANTIHYPERTENSEURS"
"LISINOPRIL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"LISINOPRIL"	"HYPERKALIEMIANTS"
"LISINOPRIL"	"INHIBITEURS DE L'ENZYME DE CONVERSION"
"LISINOPRIL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LISURIDE"	"ALCALOIDES DE L'ERGOT DE SEIGLE DOPAMINERGIQUES"
"LISURIDE"	"ANTIPARKINSONIENS DOPAMINERGIQUES"
"LISURIDE"	"DOPAMINERGIQUES"
"LOMEFLOXACINE"	"FLUOROQUINOLONES"
"LOMUSTINE"	"CYTOTOXIQUES"
"LOPINAVIR"	"INHIBITEURS DE PROTEASE"
"LOPINAVIR"	"INHIBITEURS DE PROTEASE (SAUF RITONAVIR)"
"LOPRAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"LOPRAZOLAM"	"HYPNOTIQUES"
"LOPRAZOLAM"	"MEDICAMENTS SEDATIFS"
"LORAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"LORAZEPAM"	"MEDICAMENTS SEDATIFS"
"LORMETAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"LORMETAZEPAM"	"HYPNOTIQUES"
"LORMETAZEPAM"	"MEDICAMENTS SEDATIFS"
"LOSARTAN"	"ANTAGONISTES DES RECEPTEURS DE L'ANGIOTENSINE II"
"LOSARTAN"	"ANTIHYPERTENSEURS"
"LOSARTAN"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"LOSARTAN"	"HYPERKALIEMIANTS"
"LOSARTAN"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LOXAPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"LOXAPINE"	"MEDICAMENTS SEDATIFS"
"LOXAPINE"	"NEUROLEPTIQUES"
"LOXAPINE"	"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"LUMEFANTRINE"	"ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"LUMEFANTRINE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"LUMEFANTRINE"	"SUBSTRATS A RISQUE DU CYP3A4"
"LYMECYCLINE"	"CYCLINES"
"LYNESTRENOL"	"PROGESTATIFS CONTRACEPTIFS"
"LYNESTRENOL"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"MAGALDRATE"	"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET CHARBON"
"MAGNESIUM (TRISILICATE DE)"	"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET CHARBON"
"MANIDIPINE"	"ANTAGONISTES DES CANAUX CALCIQUES"
"MANIDIPINE"	"ANTIHYPERTENSEURS"
"MANIDIPINE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"MANIDIPINE"	"DIHYDROPYRIDINES"
"MANIDIPINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"MAPROTILINE"	"ANTIDEPRESSEURS IMIPRAMINIQUES"
"MAPROTILINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"MAPROTILINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"MAPROTILINE"	"MEDICAMENTS ATROPINIQUES"
"MEDAZEPAM"	"BENZODIAZEPINES ET APPARENTES"
"MEDAZEPAM"	"MEDICAMENTS SEDATIFS"
"MEDROGESTONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"MEDROXYPROGESTERONE"	"PROGESTATIFS CONTRACEPTIFS"
"MEDROXYPROGESTERONE"	"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIES OU NON A UN ESTROGENE"
"MEFENIDRAMIUM"	"MEDICAMENTS ATROPINIQUES"
"MEFENIDRAMIUM"	"MEDICAMENTS SEDATIFS"
"MEFLOQUINE"	"BRADYCARDISANTS"
"MEFLOQUINE"	"MEDICAMENTS ABAISSANT LE SEUIL EPILEPTOGENE"
"MELOXICAM"	"ANTI-INFLAMMATOIRES NON STEROIDIENS"
"MELOXICAM"	"HYPERKALIEMIANTS"
"MELPHALAN"	"CYTOTOXIQUES"
"MEPROBAMATE"	"HYPNOTIQUES"
"MEPROBAMATE"	"MEDICAMENTS SEDATIFS"
"MEPYRAMINE"	"MEDICAMENTS ATROPINIQUES"
"MEPYRAMINE"	"MEDICAMENTS SEDATIFS"
"MERBROMINE"	"ANTISEPTIQUES MERCURIELS"
"MERCAPTOPURINE"	"CYTOTOXIQUES"
"MESALAZINE"	"DERIVES DE L'ACIDE AMINOSALICYLIQUE (ASA)"
"METHADONE"	"MEDICAMENTS SEDATIFS"
"METHADONE"	"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"METHADONE"	"MORPHINIQUES"
"METHADONE"	"MORPHINIQUES EN TRAITEMENT DE SUBSTITUTION"
"METHOTREXATE"	"CYTOTOXIQUES"
"METHOTREXATE"	"MEDICAMENTS NEPHROTOXIQUES"
"METHOXYFLURANE"	"ANESTHESIQUES VOLATILS HALOGENES"
"METHYCLOTHIAZIDE"	"ANTIHYPERTENSEURS"
"METHYCLOTHIAZIDE"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"METHYCLOTHIAZIDE"	"DIURETIQUES"
"METHYCLOTHIAZIDE"	"DIURETIQUES HYPOKALIEMIANTS"
"METHYCLOTHIAZIDE"	"DIURETIQUES THIAZIDIQUES ET APPARENTES"
"METHYCLOTHIAZIDE"	"HYPOKALIEMIANTS"
"METHYCLOTHIAZIDE"	"HYPONATREMIANTS"
"METHYCLOTHIAZIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"METHYLDOPA"	"ANTIHYPERTENSEURS"
"METHYLDOPA"	"ANTIHYPERTENSEURS CENTRAUX"
"METHYLDOPA"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"METHYLDOPA"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"METHYLDOPA"	"MEDICAMENTS SEDATIFS"
"METHYLENECYCLINE"	"CYCLINES"
"METHYLERGOMETRINE"	"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS"
"METHYLERGOMETRINE"	"SUBSTRATS A RISQUE DU CYP3A4"
"METHYLPHENIDATE"	"SYMPATHOMIMETIQUES INDIRECTS"
"METHYLPHENOBARBITAL"	"BARBITURIQUES"
"METHYLPHENOBARBITAL"	"MEDICAMENTS SEDATIFS"
"METHYLPREDNISOLONE"	"GLUCOCORTICOIDES (SAUF HYDROCORTISONE EN TRAITEMENT SUBSTITUTIF)"
"METHYLPREDNISOLONE"	"HYPOKALIEMIANTS"
"METHYSERGIDE"	"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS"
"METHYSERGIDE"	"SUBSTRATS A RISQUE DU CYP3A4"
"METIPRANOLOL"	"ANTIHYPERTENSEURS"
"METIPRANOLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"METIPRANOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"METIPRANOLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"METIPRANOLOL"	"BRADYCARDISANTS"
"METIPRANOLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"METOCLOPRAMIDE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"METOCLOPRAMIDE"	"MEDICAMENTS SEDATIFS"
"METOCLOPRAMIDE"	"NEUROLEPTIQUES"
"METOCLOPRAMIDE"	"NEUROLEPTIQUES ANTIEMETIQUES"
"METOPIMAZINE"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"METOPIMAZINE"	"MEDICAMENTS ATROPINIQUES"
"METOPIMAZINE"	"MEDICAMENTS SEDATIFS"
"METOPIMAZINE"	"NEUROLEPTIQUES"
"METOPIMAZINE"	"NEUROLEPTIQUES ANTIEMETIQUES"
"METOPIMAZINE"	"NEUROLEPTIQUES PHENOTHIAZINIQUES"
"METOPROLOL"	"ANTIHYPERTENSEURS"
"METOPROLOL"	"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"METOPROLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL)"
"METOPROLOL"	"BETA-BLOQUANTS (SAUF ESMOLOL)"
"METOPROLOL"	"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE"
"METOPROLOL"	"BRADYCARDISANTS"
"METOPROLOL"	"MEDICAMENTS ABAISSANT LA PRESSION ARTERIELLE"
"METRONIDAZOLE"	"ANTABUSE (REACTION)"
"METRONIDAZOLE"	"NITRO-IMIDAZOLES"
"MEXILETINE"	"ANTIARYTHMIQUES"
"MEXILETINE"	"ANTIARYTHMIQUES CLASSE I (SAUF LIDOCAINE)"
"MEZLOCILLINE"	"PENICILLINES"
"MIANSERINE"	"MEDICAMENTS SEDATIFS"
"MIDAZOLAM"	"BENZODIAZEPINES ET APPARENTES"
"MIDAZOLAM"	"MEDICAMENTS SEDATIFS"
"MIDAZOLAM"	"SUBSTRATS A RISQUE DU CYP3A4"
"MIDECAMYCINE"	"MACROLIDES (SAUF SPIRAMYCINE)"
